Gene stable ID	Mouse gene stable ID	Mouse gene name
ENSG00000112494	ENSMUSG00000056133	Unc93a2
ENSG00000112494	ENSMUSG00000067049	Unc93a
ENSG00000112494	ENSMUSG00000116672	Gm49630
ENSG00000112499	ENSMUSG00000040966	Slc22a2
ENSG00000112511	ENSMUSG00000024193	Phf1
ENSG00000112514	ENSMUSG00000024194	Cuta
ENSG00000112530	ENSMUSG00000037196	Pacrg
ENSG00000112531	ENSMUSG00000062078	Qk
ENSG00000112539	ENSMUSG00000023873	1700010I14Rik
ENSG00000112541	ENSMUSG00000023868	Pde10a
ENSG00000112559	ENSMUSG00000032717	Mdfi
ENSG00000112561	ENSMUSG00000023990	Tfeb
ENSG00000112562	ENSMUSG00000023886	Smoc2
ENSG00000112576	ENSMUSG00000034165	Ccnd3
ENSG00000112578	ENSMUSG00000023988	Bysl
ENSG00000112584	ENSMUSG00000014763	Fam120b
ENSG00000112592	ENSMUSG00000014767	Tbp
ENSG00000112599	ENSMUSG00000023979	Guca1b
ENSG00000112619	ENSMUSG00000023978	Prph2
ENSG00000112624	ENSMUSG00000036568	Bicral
ENSG00000112640	ENSMUSG00000059409	Ppp2r5d
ENSG00000112651	ENSMUSG00000002767	Mrpl2
ENSG00000112655	ENSMUSG00000023972	Ptk7
ENSG00000112658	ENSMUSG00000015605	Srf
ENSG00000112659	ENSMUSG00000040327	Cul9
ENSG00000112667	ENSMUSG00000040658	Dnph1
ENSG00000112679	ENSMUSG00000069255	Dusp22
ENSG00000112685	ENSMUSG00000021357	Exoc2
ENSG00000112695	ENSMUSG00000032330	Cox7a2
ENSG00000112697	ENSMUSG00000032328	Tmem30a
ENSG00000112699	ENSMUSG00000038372	Gmds
ENSG00000112701	ENSMUSG00000034252	Senp6
ENSG00000112706	ENSMUSG00000032343	Impg1
ENSG00000112715	ENSMUSG00000023951	Vegfa
ENSG00000112739	ENSMUSG00000021413	Prpf4b
ENSG00000112742	ENSMUSG00000038379	Ttk
ENSG00000112759	ENSMUSG00000023942	Slc29a1
ENSG00000112761	ENSMUSG00000062074	Ccn6
ENSG00000112769	ENSMUSG00000019846	Lama4
ENSG00000112773	ENSMUSG00000032265	Tent5a
ENSG00000112782	ENSMUSG00000023959	Clic5
ENSG00000112787	ENSMUSG00000043323	Fbrsl1
ENSG00000112796	ENSMUSG00000023960	Enpp5
ENSG00000112799	ENSMUSG00000021423	Ly86
ENSG00000112812	ENSMUSG00000006179	Prss16
ENSG00000112837	ENSMUSG00000032419	Tbx18
ENSG00000112851	ENSMUSG00000021709	Erbin
ENSG00000112852	ENSMUSG00000051599	Pcdhb2
ENSG00000112855	ENSMUSG00000019143	Hars2
ENSG00000112874	ENSMUSG00000024228	Nudt12
ENSG00000112877	ENSMUSG00000021572	Cep72
ENSG00000112893	ENSMUSG00000024085	Man2a1
ENSG00000112902	ENSMUSG00000022231	Sema5a
ENSG00000112936	ENSMUSG00000079105	C7
ENSG00000112941	ENSMUSG00000034575	Tent4a
ENSG00000112964	ENSMUSG00000055737	Ghr
ENSG00000112972	ENSMUSG00000093930	Hmgcs1
ENSG00000112981	ENSMUSG00000035984	Nme5
ENSG00000112983	ENSMUSG00000003778	Brd8
ENSG00000112983	ENSMUSG00000049357	Brd8dc
ENSG00000112984	ENSMUSG00000003779	Kif20a
ENSG00000112992	ENSMUSG00000025453	Nnt
ENSG00000112992	ENSMUSG00000116207	Nnt
ENSG00000112996	ENSMUSG00000021731	Mrps30
ENSG00000113013	ENSMUSG00000024359	Hspa9
ENSG00000113048	ENSMUSG00000041632	Mrps27
ENSG00000113068	ENSMUSG00000024346	Pfdn1
ENSG00000113070	ENSMUSG00000024486	Hbegf
ENSG00000113073	ENSMUSG00000024485	Slc4a9
ENSG00000113083	ENSMUSG00000024529	Lox
ENSG00000113088	ENSMUSG00000042385	Gzmk
ENSG00000113100	ENSMUSG00000025370	Cdh9
ENSG00000113108	ENSMUSG00000117679	Apbb3
ENSG00000113119	ENSMUSG00000006850	Tmco6
ENSG00000113140	ENSMUSG00000018593	Sparc
ENSG00000113141	ENSMUSG00000024474	Ik
ENSG00000113161	ENSMUSG00000021670	Hmgcr
ENSG00000113163	ENSMUSG00000021669	Col4a3bp
ENSG00000113194	ENSMUSG00000025873	Faf2
ENSG00000113196	ENSMUSG00000037335	Hand1
ENSG00000113205	ENSMUSG00000045498	Pcdhb3
ENSG00000113209	ENSMUSG00000043458	Pcdhb12
ENSG00000113209	ENSMUSG00000045657	Pcdhb10
ENSG00000113209	ENSMUSG00000045689	Pcdhb4
ENSG00000113209	ENSMUSG00000045876	Pcdhb8
ENSG00000113209	ENSMUSG00000051486	Pcdhb11
ENSG00000113209	ENSMUSG00000051678	Pcdhb6
ENSG00000113211	ENSMUSG00000047307	Pcdhb13
ENSG00000113212	ENSMUSG00000047033	Pcdhb15
ENSG00000113231	ENSMUSG00000021684	Pde8b
ENSG00000113240	ENSMUSG00000020385	Clk4
ENSG00000113248	ENSMUSG00000073591	Pcdhb22
ENSG00000113249	ENSMUSG00000040405	Havcr1
ENSG00000113249	ENSMUSG00000040413	Timd2
ENSG00000113249	ENSMUSG00000046974	BC053393
ENSG00000113249	ENSMUSG00000078924	Gm12169
ENSG00000113262	ENSMUSG00000000617	Grm6
ENSG00000113263	ENSMUSG00000020395	Itk
ENSG00000113269	ENSMUSG00000020376	Rnf130
ENSG00000113272	ENSMUSG00000011254	Thg1l
ENSG00000113273	ENSMUSG00000042082	Arsb
ENSG00000113282	ENSMUSG00000006169	Clint1
ENSG00000113296	ENSMUSG00000021702	Thbs4
ENSG00000113300	ENSMUSG00000020362	Cnot6
ENSG00000113302	ENSMUSG00000004296	Il12b
ENSG00000113312	ENSMUSG00000041278	Ttc1
ENSG00000113318	ENSMUSG00000014850	Msh3
ENSG00000113319	ENSMUSG00000021708	Rasgrf2
ENSG00000113327	ENSMUSG00000020436	Gabrg2
ENSG00000113328	ENSMUSG00000020326	Ccng1
ENSG00000113360	ENSMUSG00000022191	Drosha
ENSG00000113361	ENSMUSG00000039385	Cdh6
ENSG00000113368	ENSMUSG00000024590	Lmnb1
ENSG00000113369	ENSMUSG00000074794	Arrdc3
ENSG00000113384	ENSMUSG00000022200	Golph3
ENSG00000113387	ENSMUSG00000022205	Sub1
ENSG00000113389	ENSMUSG00000022206	Npr3
ENSG00000113391	ENSMUSG00000064138	Fam172a
ENSG00000113396	ENSMUSG00000024600	Slc27a6
ENSG00000113407	ENSMUSG00000022241	Tars
ENSG00000113430	ENSMUSG00000021604	Irx4
ENSG00000113441	ENSMUSG00000023845	Lnpep
ENSG00000113448	ENSMUSG00000021699	Pde4d
ENSG00000113456	ENSMUSG00000022248	Rad1
ENSG00000113460	ENSMUSG00000022247	Brix1
ENSG00000113492	ENSMUSG00000089678	Agxt2
ENSG00000113494	ENSMUSG00000005268	Prlr
ENSG00000113494	ENSMUSG00000094814	Gm21973
ENSG00000113504	ENSMUSG00000017756	Slc12a7
ENSG00000113520	ENSMUSG00000000869	Il4
ENSG00000113522	ENSMUSG00000020380	Rad50
ENSG00000113525	ENSMUSG00000036117	Il5
ENSG00000113532	ENSMUSG00000040710	St8sia4
ENSG00000113552	ENSMUSG00000052102	Gnpda1
ENSG00000113555	ENSMUSG00000024440	Pcdh12
ENSG00000113558	ENSMUSG00000036309	Skp1a
ENSG00000113569	ENSMUSG00000022142	Nup155
ENSG00000113575	ENSMUSG00000020349	Ppp2ca
ENSG00000113578	ENSMUSG00000036585	Fgf1
ENSG00000113580	ENSMUSG00000024431	Nr3c1
ENSG00000113583	ENSMUSG00000036275	9530068E07Rik
ENSG00000113593	ENSMUSG00000021713	Ppwd1
ENSG00000113594	ENSMUSG00000054263	Lifr
ENSG00000113595	ENSMUSG00000021712	Trim23
ENSG00000113597	ENSMUSG00000021711	Trappc13
ENSG00000113600	ENSMUSG00000022149	C9
ENSG00000113615	ENSMUSG00000036391	Sec24a
ENSG00000113621	ENSMUSG00000021497	Txndc15
ENSG00000113638	ENSMUSG00000022151	Ttc33
ENSG00000113643	ENSMUSG00000018848	Rars
ENSG00000113645	ENSMUSG00000018849	Wwc1
ENSG00000113648	ENSMUSG00000015937	Macroh2a1
ENSG00000113649	ENSMUSG00000024498	Tcerg1
ENSG00000113657	ENSMUSG00000024501	Dpysl3
ENSG00000113658	ENSMUSG00000021540	Smad5
ENSG00000113712	ENSMUSG00000024576	Csnk1a1
ENSG00000113716	ENSMUSG00000024622	Hmgxb3
ENSG00000113719	ENSMUSG00000001576	Ergic1
ENSG00000113721	ENSMUSG00000024620	Pdgfrb
ENSG00000113722	ENSMUSG00000024619	Cdx1
ENSG00000113732	ENSMUSG00000015575	Atp6v0e
ENSG00000113734	ENSMUSG00000024191	Bnip1
ENSG00000113739	ENSMUSG00000020303	Stc2
ENSG00000113742	ENSMUSG00000020300	Cpeb4
ENSG00000113749	ENSMUSG00000034987	Hrh2
ENSG00000113758	ENSMUSG00000034675	Dbn1
ENSG00000113761	ENSMUSG00000021481	Zfp346
ENSG00000113763	ENSMUSG00000025876	Unc5a
ENSG00000113790	ENSMUSG00000022853	Ehhadh
ENSG00000113805	ENSMUSG00000030075	Cntn3
ENSG00000113810	ENSMUSG00000034349	Smc4
ENSG00000113811	ENSMUSG00000042682	Selenok
ENSG00000113812	ENSMUSG00000015971	Actr8
ENSG00000113838	ENSMUSG00000004462	Tbccd1
ENSG00000113845	ENSMUSG00000002846	Timmdc1
ENSG00000113851	ENSMUSG00000005362	Crbn
ENSG00000113889	ENSMUSG00000022875	Kng1
ENSG00000113889	ENSMUSG00000060459	Kng2
ENSG00000113905	ENSMUSG00000022877	Hrg
ENSG00000113916	ENSMUSG00000022508	Bcl6
ENSG00000113924	ENSMUSG00000022821	Hgd
ENSG00000113946	ENSMUSG00000038148	Cldn16
ENSG00000113966	ENSMUSG00000022722	Arl6
ENSG00000113971	ENSMUSG00000032558	Nphp3
ENSG00000114013	ENSMUSG00000022901	Cd86
ENSG00000114019	ENSMUSG00000032531	Amotl2
ENSG00000114021	ENSMUSG00000022751	Nit2
ENSG00000114023	ENSMUSG00000003955	Fam162a
ENSG00000114026	ENSMUSG00000030271	Ogg1
ENSG00000114030	ENSMUSG00000022905	Kpna1
ENSG00000114054	ENSMUSG00000032527	Pccb
ENSG00000114062	ENSMUSG00000025326	Ube3a
ENSG00000114098	ENSMUSG00000032468	Armc8
ENSG00000114107	ENSMUSG00000056267	Cep70
ENSG00000114113	ENSMUSG00000032454	Rbp2
ENSG00000114115	ENSMUSG00000046402	Rbp1
ENSG00000114120	ENSMUSG00000032449	Slc25a36
ENSG00000114125	ENSMUSG00000048185	Gm7075
ENSG00000114125	ENSMUSG00000051234	Rnf7
ENSG00000114126	ENSMUSG00000032411	Tfdp2
ENSG00000114127	ENSMUSG00000032410	Xrn1
ENSG00000114166	ENSMUSG00000000708	Kat2b
ENSG00000114200	ENSMUSG00000027792	Bche
ENSG00000114204	ENSMUSG00000034139	Serpini2
ENSG00000114209	ENSMUSG00000027835	Pdcd10
ENSG00000114248	ENSMUSG00000074653	Lrrc31
ENSG00000114251	ENSMUSG00000021994	Wnt5a
ENSG00000114268	ENSMUSG00000025648	Pfkfb4
ENSG00000114279	ENSMUSG00000022523	Fgf12
ENSG00000114302	ENSMUSG00000032601	Prkar2a
ENSG00000114315	ENSMUSG00000022528	Hes1
ENSG00000114316	ENSMUSG00000032612	Usp4
ENSG00000114331	ENSMUSG00000049076	Acap2
ENSG00000114346	ENSMUSG00000027699	Ect2
ENSG00000114349	ENSMUSG00000034837	Gnat1
ENSG00000114353	ENSMUSG00000032562	Gnai2
ENSG00000114354	ENSMUSG00000022757	Tfg
ENSG00000114374	ENSMUSG00000069044	Usp9y
ENSG00000114378	ENSMUSG00000010051	Hyal1
ENSG00000114383	ENSMUSG00000010054	Tusc2
ENSG00000114388	ENSMUSG00000010057	Nprl2
ENSG00000114391	ENSMUSG00000098274	Rpl24
ENSG00000114395	ENSMUSG00000037190	Cyb561d2
ENSG00000114405	ENSMUSG00000033111	3830406C13Rik
ENSG00000114405	ENSMUSG00000114378	Gm49355
ENSG00000114416	ENSMUSG00000027680	Fxr1
ENSG00000114423	ENSMUSG00000022637	Cblb
ENSG00000114439	ENSMUSG00000022641	Bbx
ENSG00000114446	ENSMUSG00000032965	Ift57
ENSG00000114450	ENSMUSG00000027669	Gnb4
ENSG00000114473	ENSMUSG00000035578	Iqcg
ENSG00000114480	ENSMUSG00000022707	Gbe1
ENSG00000114487	ENSMUSG00000022652	Morc1
ENSG00000114491	ENSMUSG00000022814	Umps
ENSG00000114503	ENSMUSG00000022774	Ncbp2
ENSG00000114520	ENSMUSG00000022808	Snx4
ENSG00000114529	ENSMUSG00000033187	BC016579
ENSG00000114541	ENSMUSG00000030064	Frmd4b
ENSG00000114544	ENSMUSG00000030089	Slc41a3
ENSG00000114547	ENSMUSG00000022832	Ropn1
ENSG00000114554	ENSMUSG00000030084	Plxna1
ENSG00000114573	ENSMUSG00000052459	Atp6v1a
ENSG00000114626	ENSMUSG00000030083	Abtb1
ENSG00000114631	ENSMUSG00000033152	Podxl2
ENSG00000114638	ENSMUSG00000049436	Upk1b
ENSG00000114646	ENSMUSG00000032482	Cspg5
ENSG00000114648	ENSMUSG00000054792	Klhl18
ENSG00000114650	ENSMUSG00000032485	Scap
ENSG00000114654	ENSMUSG00000068263	Efcc1
ENSG00000114670	ENSMUSG00000035032	Nek11
ENSG00000114686	ENSMUSG00000032563	Mrpl3
ENSG00000114698	ENSMUSG00000032377	Plscr4
ENSG00000114735	ENSMUSG00000032579	Hemk1
ENSG00000114737	ENSMUSG00000032578	Cish
ENSG00000114738	ENSMUSG00000032577	Mapkapk3
ENSG00000114739	ENSMUSG00000061393	Acvr2b
ENSG00000114742	ENSMUSG00000032512	Wdr48
ENSG00000114744	ENSMUSG00000036513	Commd2
ENSG00000114745	ENSMUSG00000032513	Gorasp1
ENSG00000114757	ENSMUSG00000027674	Pex5l
ENSG00000114767	ENSMUSG00000041506	Rrp9
ENSG00000114770	ENSMUSG00000022822	Abcc5
ENSG00000114771	ENSMUSG00000027761	Aadac
ENSG00000114779	ENSMUSG00000042073	Abhd14b
ENSG00000114784	ENSMUSG00000006941	Eif1b
ENSG00000114786	ENSMUSG00000023262	Acy1
ENSG00000114790	ENSMUSG00000036885	Arhgef26
ENSG00000114796	ENSMUSG00000062901	Klhl24
ENSG00000114805	ENSMUSG00000036834	Plch1
ENSG00000114812	ENSMUSG00000032528	Vipr1
ENSG00000114841	ENSMUSG00000019027	Dnah1
ENSG00000114850	ENSMUSG00000027828	Ssr3
ENSG00000114853	ENSMUSG00000013419	Zfp651
ENSG00000114854	ENSMUSG00000091898	Tnnc1
ENSG00000114857	ENSMUSG00000032525	Nktr
ENSG00000114859	ENSMUSG00000022843	Clcn2
ENSG00000114867	ENSMUSG00000045983	Eif4g1
ENSG00000114902	ENSMUSG00000021917	Spcs1
ENSG00000114904	ENSMUSG00000021918	Nek4
ENSG00000114923	ENSMUSG00000006576	Slc4a3
ENSG00000114933	ENSMUSG00000040865	Ino80d
ENSG00000114942	ENSMUSG00000025967	Eef1b2
ENSG00000114948	ENSMUSG00000025964	Adam23
ENSG00000114956	ENSMUSG00000014554	Dguok
ENSG00000114978	ENSMUSG00000043131	Mob1a
ENSG00000114982	ENSMUSG00000010453	Kansl3
ENSG00000114988	ENSMUSG00000001143	Lman2l
ENSG00000114993	ENSMUSG00000034930	Rtkn
ENSG00000114999	ENSMUSG00000027394	Ttl
ENSG00000115008	ENSMUSG00000027399	Il1a
ENSG00000115009	ENSMUSG00000026166	Ccl20
ENSG00000115020	ENSMUSG00000025949	Pikfyve
ENSG00000115041	ENSMUSG00000079056	Kcnip3
ENSG00000115042	ENSMUSG00000027371	Fahd2a
ENSG00000115053	ENSMUSG00000026234	Ncl
ENSG00000115073	ENSMUSG00000037351	Actr1b
ENSG00000115084	ENSMUSG00000026342	Slc35f5
ENSG00000115085	ENSMUSG00000026117	Zap70
ENSG00000115091	ENSMUSG00000026341	Actr3
ENSG00000115107	ENSMUSG00000026389	Steap3
ENSG00000115109	ENSMUSG00000026383	Epb41l5
ENSG00000115112	ENSMUSG00000026380	Tfcp2l1
ENSG00000115128	ENSMUSG00000037361	Sf3b6
ENSG00000115137	ENSMUSG00000020657	Dnajc27
ENSG00000115138	ENSMUSG00000020660	Pomc
ENSG00000115145	ENSMUSG00000055371	Stam2
ENSG00000115155	ENSMUSG00000062372	Otof
ENSG00000115159	ENSMUSG00000026827	Gpd2
ENSG00000115163	ENSMUSG00000029177	Cenpa
ENSG00000115165	ENSMUSG00000026832	Cytip
ENSG00000115170	ENSMUSG00000026836	Acvr1
ENSG00000115183	ENSMUSG00000035168	Tanc1
ENSG00000115194	ENSMUSG00000029151	Slc30a3
ENSG00000115204	ENSMUSG00000107283	Mpv17
ENSG00000115207	ENSMUSG00000101678	Gm29609
ENSG00000115207	ENSMUSG00000106864	Gtf3c2
ENSG00000115211	ENSMUSG00000029145	Eif2b4
ENSG00000115216	ENSMUSG00000029148	Nrbp1
ENSG00000115221	ENSMUSG00000026971	Itgb6
ENSG00000115226	ENSMUSG00000038552	Fndc4
ENSG00000115232	ENSMUSG00000027009	Itga4
ENSG00000115233	ENSMUSG00000026914	Psmd14
ENSG00000115234	ENSMUSG00000029146	Snx17
ENSG00000115239	ENSMUSG00000020305	Asb3
ENSG00000115241	ENSMUSG00000029147	Ppm1g
ENSG00000115252	ENSMUSG00000059173	Pde1a
ENSG00000115255	ENSMUSG00000035504	Reep6
ENSG00000115257	ENSMUSG00000020131	Pcsk4
ENSG00000115263	ENSMUSG00000000394	Gcg
ENSG00000115266	ENSMUSG00000020135	Apc2
ENSG00000115267	ENSMUSG00000026896	Ifih1
ENSG00000115268	ENSMUSG00000063457	Rps15
ENSG00000115271	ENSMUSG00000026893	Gca
ENSG00000115274	ENSMUSG00000030034	Ino80b
ENSG00000115275	ENSMUSG00000030036	Mogs
ENSG00000115286	ENSMUSG00000020153	Ndufs7
ENSG00000115289	ENSMUSG00000069678	Pcgf1
ENSG00000115290	ENSMUSG00000026888	Grb14
ENSG00000115295	ENSMUSG00000024059	Clip4
ENSG00000115297	ENSMUSG00000068327	Tlx2
ENSG00000115306	ENSMUSG00000020315	Sptbn1
ENSG00000115307	ENSMUSG00000068328	Aup1
ENSG00000115310	ENSMUSG00000020458	Rtn4
ENSG00000115317	ENSMUSG00000068329	Htra2
ENSG00000115318	ENSMUSG00000000693	Loxl3
ENSG00000115325	ENSMUSG00000068335	Dok1
ENSG00000115339	ENSMUSG00000026994	Galnt3
ENSG00000115350	ENSMUSG00000030042	Pole4
ENSG00000115353	ENSMUSG00000030043	Tacr1
ENSG00000115355	ENSMUSG00000032740	Ccdc88a
ENSG00000115361	ENSMUSG00000026003	Acadl
ENSG00000115363	ENSMUSG00000035104	Eva1a
ENSG00000115364	ENSMUSG00000030045	Mrpl19
ENSG00000115365	ENSMUSG00000026000	Lancl1
ENSG00000115368	ENSMUSG00000025995	Wdr75
ENSG00000115380	ENSMUSG00000020467	Efemp1
ENSG00000115386	ENSMUSG00000023140	Reg2
ENSG00000115386	ENSMUSG00000059654	Reg1
ENSG00000115392	ENSMUSG00000004018	Fancl
ENSG00000115414	ENSMUSG00000026193	Fn1
ENSG00000115415	ENSMUSG00000026104	Stat1
ENSG00000115419	ENSMUSG00000026103	Gls
ENSG00000115421	ENSMUSG00000020273	Papolg
ENSG00000115423	ENSMUSG00000052861	Dnah6
ENSG00000115425	ENSMUSG00000026189	Pecr
ENSG00000115446	ENSMUSG00000026111	Unc50
ENSG00000115457	ENSMUSG00000039323	Igfbp2
ENSG00000115459	ENSMUSG00000056698	Elmod3
ENSG00000115461	ENSMUSG00000026185	Igfbp5
ENSG00000115464	ENSMUSG00000056342	Usp34
ENSG00000115468	ENSMUSG00000026255	Efhd1
ENSG00000115474	ENSMUSG00000079436	Kcnj13
ENSG00000115484	ENSMUSG00000007739	Cct4
ENSG00000115486	ENSMUSG00000053460	Ggcx
ENSG00000115488	ENSMUSG00000079434	Neu2
ENSG00000115504	ENSMUSG00000042302	Ehbp1
ENSG00000115507	ENSMUSG00000005917	Otx1
ENSG00000115514	ENSMUSG00000058407	Txndc9
ENSG00000115520	ENSMUSG00000025981	Coq10b
ENSG00000115524	ENSMUSG00000025982	Sf3b1
ENSG00000115525	ENSMUSG00000056091	St3gal5
ENSG00000115526	ENSMUSG00000026080	Chst10
ENSG00000115539	ENSMUSG00000026078	Pdcl3
ENSG00000115548	ENSMUSG00000053470	Kdm3a
ENSG00000115556	ENSMUSG00000026173	Plcd4
ENSG00000115561	ENSMUSG00000053119	Chmp3
ENSG00000115568	ENSMUSG00000026135	Zfp142
ENSG00000115590	ENSMUSG00000026073	Il1r2
ENSG00000115592	ENSMUSG00000006542	Prkag3
ENSG00000115593	ENSMUSG00000055027	Smyd1
ENSG00000115594	ENSMUSG00000026072	Il1r1
ENSG00000115596	ENSMUSG00000033227	Wnt6
ENSG00000115598	ENSMUSG00000070942	Il1rl2
ENSG00000115602	ENSMUSG00000026069	Il1rl1
ENSG00000115604	ENSMUSG00000026070	Il18r1
ENSG00000115607	ENSMUSG00000026068	Il18rap
ENSG00000115616	ENSMUSG00000026062	Slc9a2
ENSG00000115641	ENSMUSG00000008136	Fhl2
ENSG00000115648	ENSMUSG00000026303	Mlph
ENSG00000115649	ENSMUSG00000033159	Cnppd1
ENSG00000115652	ENSMUSG00000057363	Uxs1
ENSG00000115657	ENSMUSG00000026198	Abcb6
ENSG00000115661	ENSMUSG00000026201	Stk16
ENSG00000115665	ENSMUSG00000023945	Slc5a7
ENSG00000115677	ENSMUSG00000034088	Hdlbp
ENSG00000115687	ENSMUSG00000026274	Pask
ENSG00000115694	ENSMUSG00000026277	Stk25
ENSG00000115705	ENSMUSG00000020673	Tpo
ENSG00000115738	ENSMUSG00000020644	Id2
ENSG00000115750	ENSMUSG00000059669	Taf1b
ENSG00000115756	ENSMUSG00000071379	Hpcal1
ENSG00000115758	ENSMUSG00000011179	Odc1
ENSG00000115760	ENSMUSG00000024073	Birc6
ENSG00000115761	ENSMUSG00000061458	Nol10
ENSG00000115762	ENSMUSG00000026123	Plekhb2
ENSG00000115806	ENSMUSG00000014959	Gorasp2
ENSG00000115808	ENSMUSG00000024077	Strn
ENSG00000115816	ENSMUSG00000024081	Cebpz
ENSG00000115825	ENSMUSG00000024070	Prkd3
ENSG00000115827	ENSMUSG00000041966	Dcaf17
ENSG00000115828	ENSMUSG00000024084	Qpct
ENSG00000115839	ENSMUSG00000036104	Rab3gap1
ENSG00000115840	ENSMUSG00000027010	Slc25a12
ENSG00000115844	ENSMUSG00000023391	Dlx2
ENSG00000115850	ENSMUSG00000026354	Lct
ENSG00000115866	ENSMUSG00000026356	Dars
ENSG00000115875	ENSMUSG00000024097	Srsf7
ENSG00000115884	ENSMUSG00000020592	Sdc1
ENSG00000115896	ENSMUSG00000038349	Plcl1
ENSG00000115902	ENSMUSG00000020142	Slc1a4
ENSG00000115904	ENSMUSG00000024241	Sos1
ENSG00000115919	ENSMUSG00000026866	Kynu
ENSG00000115935	ENSMUSG00000075284	Wipf1
ENSG00000115942	ENSMUSG00000026037	Orc2
ENSG00000115944	ENSMUSG00000024248	Cox7a2l
ENSG00000115946	ENSMUSG00000020116	Pno1
ENSG00000115947	ENSMUSG00000026761	Orc4
ENSG00000115956	ENSMUSG00000020120	Plek
ENSG00000115963	ENSMUSG00000017144	Rnd3
ENSG00000115966	ENSMUSG00000027104	Atf2
ENSG00000115970	ENSMUSG00000024251	Thada
ENSG00000115977	ENSMUSG00000057230	Aak1
ENSG00000115993	ENSMUSG00000026028	Trak2
ENSG00000115998	ENSMUSG00000046679	C87436
ENSG00000116001	ENSMUSG00000071337	Tia1
ENSG00000116005	ENSMUSG00000029998	Pcyox1
ENSG00000116014	ENSMUSG00000035773	Kiss1r
ENSG00000116016	ENSMUSG00000024140	Epas1
ENSG00000116017	ENSMUSG00000019564	Arid3a
ENSG00000116030	ENSMUSG00000026021	Sumo1
ENSG00000116031	ENSMUSG00000034783	Cd207
ENSG00000116032	ENSMUSG00000035745	Grin3b
ENSG00000116035	ENSMUSG00000034777	Vax2
ENSG00000116039	ENSMUSG00000006269	Atp6v1b1
ENSG00000116044	ENSMUSG00000015839	Nfe2l2
ENSG00000116062	ENSMUSG00000005370	Msh6
ENSG00000116095	ENSMUSG00000002733	Plekha3
ENSG00000116096	ENSMUSG00000033735	Spr
ENSG00000116106	ENSMUSG00000026235	Epha4
ENSG00000116117	ENSMUSG00000052062	Pard3b
ENSG00000116120	ENSMUSG00000026245	Farsb
ENSG00000116127	ENSMUSG00000063810	Alms1
ENSG00000116128	ENSMUSG00000038256	Bcl9
ENSG00000116132	ENSMUSG00000026586	Prrx1
ENSG00000116133	ENSMUSG00000034926	Dhcr24
ENSG00000116138	ENSMUSG00000040697	Dnajc16
ENSG00000116141	ENSMUSG00000026620	Mark1
ENSG00000116147	ENSMUSG00000015829	Tnr
ENSG00000116151	ENSMUSG00000029049	Morn1
ENSG00000116157	ENSMUSG00000028597	Gpx7
ENSG00000116161	ENSMUSG00000014226	Cacybp
ENSG00000116171	ENSMUSG00000028603	Scp2
ENSG00000116176	ENSMUSG00000033200	Tpsg1
ENSG00000116183	ENSMUSG00000073530	Pappa2
ENSG00000116191	ENSMUSG00000026594	Ralgps2
ENSG00000116194	ENSMUSG00000033544	Angptl1
ENSG00000116198	ENSMUSG00000039523	Cep104
ENSG00000116199	ENSMUSG00000033557	Fam20b
ENSG00000116205	ENSMUSG00000028619	Tceanc2
ENSG00000116209	ENSMUSG00000028618	Tmem59
ENSG00000116212	ENSMUSG00000028617	Lrrc42
ENSG00000116213	ENSMUSG00000029029	Wrap73
ENSG00000116218	ENSMUSG00000026602	Nphs2
ENSG00000116221	ENSMUSG00000028622	Mrpl37
ENSG00000116237	ENSMUSG00000039662	Icmt
ENSG00000116251	ENSMUSG00000028936	Rpl22
ENSG00000116254	ENSMUSG00000005045	Chd5
ENSG00000116260	ENSMUSG00000033684	Qsox1
ENSG00000116266	ENSMUSG00000027882	Stxbp3
ENSG00000116273	ENSMUSG00000047777	Phf13
ENSG00000116285	ENSMUSG00000028967	Errfi1
ENSG00000116288	ENSMUSG00000028964	Park7
ENSG00000116299	ENSMUSG00000040412	5330417C22Rik
ENSG00000116329	ENSMUSG00000050511	Oprd1
ENSG00000116337	ENSMUSG00000027889	Ampd2
ENSG00000116350	ENSMUSG00000028911	Srsf4
ENSG00000116353	ENSMUSG00000028910	Mecr
ENSG00000116396	ENSMUSG00000027895	Kcnc4
ENSG00000116406	ENSMUSG00000043019	Edem3
ENSG00000116455	ENSMUSG00000000561	Wdr77
ENSG00000116459	ENSMUSG00000000563	Atp5pb
ENSG00000116473	ENSMUSG00000068798	Rap1a
ENSG00000116478	ENSMUSG00000028800	Hdac1
ENSG00000116489	ENSMUSG00000055357	4933400A11Rik
ENSG00000116489	ENSMUSG00000070372	Capza1
ENSG00000116497	ENSMUSG00000040928	S100pbp
ENSG00000116514	ENSMUSG00000028793	Rnf19b
ENSG00000116521	ENSMUSG00000028049	Scamp3
ENSG00000116525	ENSMUSG00000041000	Trim62
ENSG00000116539	ENSMUSG00000028053	Ash1l
ENSG00000116544	ENSMUSG00000042388	Dlgap3
ENSG00000116560	ENSMUSG00000028820	Sfpq
ENSG00000116574	ENSMUSG00000039960	Rhou
ENSG00000116580	ENSMUSG00000054199	Gon4l
ENSG00000116584	ENSMUSG00000028059	Arhgef2
ENSG00000116586	ENSMUSG00000028062	Lamtor2
ENSG00000116604	ENSMUSG00000001419	Mef2d
ENSG00000116641	ENSMUSG00000028556	Dock7
